url,n_users,description
https://bipartisanreport.com/2022/01/05/the-lincoln-project-shames-gop-traitors-to-mark-jan-6-insurrection/,1,"After the events of January 6, 2021, it became clear to all Americans paying attention that Donald Trump should never, ever be allowed into the Oval Office again. To those still under his sway, January 6 was about election fraud perpetrated by a vast network of “elites” who wanted Trump gone. Fo..."
https://dailyboulder.com/ted-cruzs-name-comes-up-again-as-peter-navarro-details-trumps-coup-attempt-during-interview/,1,"GOP Sen. Ted Cruz’s actions before and during the January 6 attack on the US Capitol are coming to center stage as his name keeps being mentioned by former Trump adviser Peter Navarro, who appeared on MSNBC on Tuesday night to explain his plan to overturn President Joe Biden’s victory — code n..."
https://deadstate.org/capitol-rioter-who-said-shes-too-blonde-and-too-white-to-go-to-prison-reports-to-prison-to-start-her-sentence/,1,"Just days before Christmas, a north Texas realtor who took a private plane to D.C. on Jan 6. to attend the “Stop the Steal” rally — and later stormed the U.S. Capitol with a mob of her fellow Trump supporters — has reported to the facility where she’ll begin serving her sentence, the Dalla..."
https://fox11online.com/news/nation-world/less-than-half-of-gop-say-jan-6-insurrection-was-very-violent-poll-finds,1,"Less than half of GOP say Jan. 6 insurrection was very violent, poll finds"
https://gopack.com/news/2021/12/29/womens-basketball-5-nc-state-returns-to-action-with-thursday-road-trip-to-clemson.aspx,1,"RALEIGH – No. 5 NC State women's basketball (11-2, 2-0 ACC) steps back into action on Thursday night when it makes the trip to take on Clemson (6-6, 0-1 ACC). Tip-off between the Wolfpack and the Tigers is set for 7 p.m. from Littlejohn Coliseum, and the game will be aired live on ACCNX."
https://katu.com/news/politics/flags-lowered-for-sen-doug-ericksen-on-day-of-his-funeral,1,"BELLINGHAM, Wash. - Flags will be lowered to half-staff Wednesday as family and close friends bury Senator Doug Ericksen in Bellingham. Ericksen passed earlier this month, his death prompted concern and speculation at the state Capitol about whether his passing was related to him having COVID-19 and..."
https://miami.cbslocal.com/2022/01/05/trump-cancels-mar-a-lago-news-conference-planned-for-thursday/,1,Former President Donald Trump has canceled a press conference he had planned to hold at his Mar-a-Lago on the anniversary of the Jan. 6 attack on the Capitol by his supporters.
https://new.deepleftfield.info/bob-woodward-explains-how-the-jan-6-committee-can-prove-trump-was-complicit-in-the-capitol-insurrection/,1,Washington Post reporter Bob Woodward said Monday morning that the House Select Committee on January 6 has a witness who can prove beyond a shadow of a doubt that failed ex-President Donald Trump w…
https://new.deepleftfield.info/january-6-committee-has-evidence-that-incriminates-donald-trump-and-his-sons-report/,1,"Shortly after Congress returns from its holiday break, the House Select Committee on the Jan. 6 Capitol insurrection will begin holding public hearings, and according to a reporter familiar with th…"
https://new.deepleftfield.info/january-6-committee-now-has-evidence-that-incriminates-donald-trump-and-his-sons/,1,"The House Select Committee on the Jan. 6 Capitol insurrection is about to begin holding public hearings, and according to a reporter familiar with the what’s happening inside the committee, t…"
https://new.deepleftfield.info/jordan-facing-jail-time-if-he-refuses-to-testify-before-house-1-6-committee-former-us-attorney-warns/,1,"A former U.S. Attorney said Sunday that if Rep. Jim Jordan (R-OH) tries to defy the House Committee on the Jan. 6 Capitol insurrection, he won’t “have a leg to stand on” and will …"
https://new.deepleftfield.info/roger-stone-throws-steve-bannon-under-the-bus-claims-he-gave-the-order-to-storm-the-capitol/,1,"Bad news came out of the internet ether on Sunday for ex-Trump administration adviser Steve Bannon, who is already facing the prospect of two years in prison for criminal contempt of Congress. The …"
https://new.deepleftfield.info/security-expert-doj-may-have-already-charged-senior-trump-associates-for-their-role-in-january-6/,1,"Considering what we already know about what transpired on January 6 and the revelations we’ve had from the House Select Committee on the Capitol insurrection, some have suggested that the Jus…"
https://news.yahoo.com/jan-6-capitol-riot-suspects-viral-one-year-later-100001248.html,1,"What the people seen in some of the most widely shared images from the Capitol riot were charged with and where their cases stand, one year after the deadly insurrection."
https://bipartisanreport.com/2022/01/01/adam-kinzinger-trashes-madison-cawthorne-for-being-a-traitor/,1,"Only in the Republican Party could an elected official help plan an insurrection against the United States government and call themselves a patriot, and Madison Cawthorne does (R-NC) so as loudly and as often as possible. Cawthorne has openly been called called an “organizer” of the Jan. 6 insur..."
https://bipartisanreport.com/2021/12/30/officer-who-defended-capitol-shames-gop-for-jan-6-coup/,1,"On January 6, 2021, U.S. Capitol Police Sgt. Aquilino Gonell thought he was going to die when the enraged mob, mostly men, many armed came after him. Yet, his duty was to stand firm and protect our nation’s citadel of freedom and the men and women inside who make up our nation’s government. Like..."
https://bipartisanreport.com/2021/12/29/trump-judges-shuts-down-jan-6-rioter-attempt-to-compare-antifa-to-maga/,1,"As reported by CNN, a pair of “Trump-appointed federal judges have rejected claims from January 6 defendants that they’re being treated unfairly, because of their conservative politics, compared with left-leaning rioters in Portland, Oregon, in the summer of 2020.” Those to do so include Judge..."
https://abcnews.go.com/Politics/happening-capitol-mark-year-jan-insurrection/story?id=['82072863'],1,
http://www.diva-dirt.com/six-knockout-tag-team-match-set-for-the-last-impact-heading-into-hard-to-kill/,1,"The last stop before IMPACT Wrestling's first pay-per-view of the year takes place on Thursday, Jan. 6. Hard to Kill is set for a week from today on Jan. 8 where six Knockouts will battle in their first-ever Ultimate X match. Before then, the participants will be divided into two teams for a six"
http://www.palmerreport.com/analysis/january-6th-committee-reveals-it-has-first-hand-witness-to-nail-donald-trump/43360/,1,...
http://www.palmerreport.com/analysis/key-former-donald-trump-ally-decides-to-cooperate-with-january-6th-committee/43407/,1,...
http://www.palmerreport.com/analysis/merrick-garland-throws-down-the-gauntlet-against-january-6th-biggest-fish/43409/,1,...
http://www.palmerreport.com/analysis/sean-hannitys-explosive-text-messages-about-donald-trump-january-6th-and-the-25th-amendment/43402/,1,...
http://www.palmerreport.com/analysis/these-idiots-never-learn/43308/,1,"The January 6 insurrectionists just never learn their lesson: don’t attempt to play your silly games with judges. Incredibly, some of the jailed insurrectionists are whining about how they’re being treated worse than other prisoners. It gets better. The prisoners who they claim are getting the b..."
http://www.tucsonsentinel.com/opinion/report//010522_claytoonz_hannity/,1,"The closest Sean Hannity has ever come to being a journalist is all the times he scowls to a question like a real journalist. Dear January 6 Committee, subpoena Sean Hannity. And while you’re at it, take off the baby gloves and subpoena all the witnesses."
https://abcnews.go.com/Health/live-updates/coronavirus/?id=['82048523'],1,
https://abcnews.go.com/Politics/,1,
https://abcnews.go.com/Politics/jan-committee-plans-fox-news-host-sean-hannity/story?id=['82073861'],1,
https://bipartisanreport.com/2021/12/29/select-committee-announces-public-hearings-to-expose-trump-lies/,1,"If we have had one complaint against the bipartisan House January 6 Select Committee, it is that they have been so behind-the-doors. Sure we heard the riveting Capitol Police testimony, but then the January 6 Committee slammed the door shut. Who are they subpoenaing? Are they making progress? Are th..."
https://abcnews.go.com/Politics/jan-mystery-pipe-bombs-night-capitol-attack/story?id=['81723935'],1,abcnews.go.com | Still a Jan. 6 mystery: Who placed the pipe bombs the night before the Capitol attack?
https://abcnews.go.com/US/jan-committee-obligated-criminal-referrals-chairman/story?id=['82032247'],1,"abcnews.go.com | Jan 6. committee 'obligated' to consider criminal referrals, chairman says"
https://abcnews.go.com/US/numbers-jan-investigation-shaping-year/story?id=['82057743'],1,
https://acnconsult.org/event-4593893,1,
https://apnews.com/article/elections-voting-voting-rights-filibusters-870377874673cd1d251300814ff107ce,1,"WASHINGTON (AP) — Days before the anniversary of the Jan. 6 attack on the Capitol , Majority Leader Chuck Schumer announced the Senate will vote on filibuster rules changes to advance stalled voting legislation that Democrats say is needed to protect democracy."
https://arimelber.substack.com/p/the-coup-and-the-jan-6th-truthers,1,Starting the New Year off right...
https://bipartisanreport.com/2021/12/28/termination-of-texas-cop-over-participation-in-jan-6-insurrection-upheld/,1,"The firing of a lieutenant with the Bexar County Sheriff’s Office in Texas has been upheld after that now ex-lieutenant, Roxanne Mathai, joined the crowds of Trump supporters descending on the Capitol building during the violence there in January. As reported by an ABC affiliate in Texas known as ..."
https://bipartisanreport.com/2021/12/29/bennie-thompson-puts-kevin-mccarthy-on-notice-over-jan-6-probe/,1,"Following the attack on the U.S. Capitol Building instigated by an ousted president furious with his loss, House Minority Leader Kevin McCarthy gave a fiery speech, saying that Donald Trump was absolutely responsible for instigating the attack. After experiencing some backlash from Trump supporters...."
https://bipartisanreport.com/2021/12/29/liz-cheney-trashes-trumps-belligerent-statement-on-jan-6-probe/,1,Donald Trump excitedly released a statement after news sources revealed that the Jan. 6 committee investigating his instigation of an attempted coup had agreed to drop requests for some requested records. A White House review determined that some documents did not contain relevant information about....
https://polinews.org/capitol-police-officer-goes-scorched-earth-on-mike-pences-pathetic-dismissal-of-the-riot-that-almost-cost-my-life-in-new-interview/,1,Someone had to say it!
https://polinews.org/wealthy-beverly-hills-salon-owner-turned-capitol-rioter-is-reportedly-watching-her-luxury-life-go-to-shambles-as-she-faces-7-charges-over-her-participation-in-jan-6th-insurrection/,1,She ruined her life.
https://www.motherjones.com/politics/2022/01/parler-capitol-riot/,1,Now-public data shows how the right-wing platform was flooded with fake posts pushing disinformation.
https://punchbowlnews.memberful.com/checkout?plan=['57386']&return_to=['https://punchbowl.news/pricing'],1,f | c | t | S | u | b | 0 | a | S | p | m | t | o | a | 0 | s | 1 | h | c | r | 9 | n | 0 | s | c | i | 9 | 4 | t | 1 | 6 | b | e | 9 | l | o | r | t | e | d
https://www.co.washington.or.us/HHS/CommunicableDiseases/COVID-19/vaccine.cfm,1,
https://www.commoncause.org/wp-content/uploads/2021/10/CC_AsaMatterofFact_FINAL_10.27.21.pdf,1,www.commoncause.org
https://www.dailykos.com/story/2021/12/30/2071906/-News-Roundup-Insurrection-probe-wants-to-hear-from-McCarthy-Florida-s-governor-goes-missing,1,In the news today: The House committee probing the Jan. 6 insurrection wants to hear from yet another House Republican who was in contact with Donald Trump that day: Republican Minority Leader Kevin ...
https://www.dailykos.com/story/2022/1/3/2072477/-Can-the-Jan-6-committee-subpoena-GOP-members-of-Congress-The-panel-sure-wants-to-know,1,"The House select committee investigating the Jan. 6 attack is studying whether it has the legal authority to subpoena sitting GOP members of Congress in the course of its inquiry. ""I think there are some questions of whether we have the authority to do..."
https://www.dailykos.com/story/2022/1/5/2072798/-Trump-cancels-Jan-6-event-as-Republicans-worry-2022-election-could-be-a-referendum-on-coup-attempt,1,"Trump cancels Jan. 6 event, as Republicans worry 2022 election could be a referendum on coup attempt"
https://www.dailykos.com/story/2022/1/5/2072801/-Peter-Navarro-gives-yet-another-off-the-rails-interview-describing-his-Jan-6-plan-and-its-a-coup,1,"MSNBC primetime host Ari Melber called former Trump White House official Peter Navarro, to the carpet Tuesday, while Navarro appeared to indict himself repeatedly via his role in the coup on the U.S. Capitol on Jan. 6, and babbled on about “election..."
https://www.facebook.com/login/?next=['https://www.facebook.com/events/4941298639260053?fbclid=IwAR0udl9Q68QvcSAL_jXCD2bImbyfoEGaD0qKluFQf881iZZQQCP2ZX1reOU'],1,
https://www.free-expressions.com/writing-success-series-2021,1,
https://www.huffpost.com/entry/bradley-rukstales-sentenced-trump-donor-capitol-riot_n_618d7229e4b04e5bdfcd73fd,1,"Brad Rukstales, who gave $25,000 to Trump’s campaign and GOP committees in 2020, said he allowed “emotions to get the better of me.”"
https://www.huffpost.com/entry/capitol-riot-sentence-trump-robert-scott-palmer_n_61b94c34e4b06621e42bfe72,1,"Capitol rioter Robert Scott Palmer, known to online sleuths as #FloridaFlagJacket, was arrested by the FBI 12 days after he was named in a HuffPost story."
https://www.huffpost.com/entry/cheney-trump-capitol-riot-response_n_61d20d54e4b0d637ae973ca0,1,"""When a president refuses to tell the mob to stop, when he refuses to defend any of the coordinate branches of government, he cannot be trusted,” she said."
https://www.huffpost.com/entry/jamie-raskin-recalls-capitol-riot-death-son-tommy_n_61d1e370e4b0c7d8b8a54507,1,"“I’ve already lost my son, the thing most precious to me, but I’m not going to see American democracy go down the tubes,"" said Raskin, who is investigating the attack."
https://www.huffpost.com/entry/madison-cawthorn-horrified-founding-fathers_n_61d0fe86e4b0bb04a639c32b,1,"And they'd be ""horrified,"" he claimed — probably over the Jan. 6 insurrection, noted others."
https://www.huffpost.com/entry/qanon-trump-capitol-attack-cleveland-meredith_n_61b79933e4b0bfde0ae9e5eb,1,Cleveland Grover Meredith Jr. arrived late to the Jan. 6 attack because he had car trouble. He threatened House Speaker Nancy Pelosi.
https://www.instagram.com/accounts/login/,1,
https://www.irishtimes.com/culture/tv-radio-web/donie-o-sullivan-capitol-man-could-have-aired-only-on-irish-tv-1.4769315,1,TV review: A film  on the talented CNN reporter from Kerry felt like two documentaries in one
http://atadvocacy.com/january-6/,1,
https://www.lancastercourier.com/2022/01/05/enraged-bannon-chides-donald-trump-for-canceling-his-jan-6-press-conference/,1,"Former White House adviser Steve Bannon said Wednesday he’s furious that ex-President Donald Trump has canceled his press conference at Mar-a-Lago which had been scheduled for Thursday, the first anniversary of the Jan. 6 insurrection at the U.S. Capitol. According to reports, Trump put the kibosh..."
https://www.mediamatters.org/january-6-insurrection/news-organizations-should-not-air-trumps-lies-about-january-6-live,1,"News organizations should not air Trump's lies about January 6 live Written by Media Matters Staff Published 01/03/22 12:25 PM EST Share Comment Former president Donald Trump announced a press event on the anniversary of the January 6 attack. Angelo Carusone, president of Media Matters, issued the f..."
https://www.militarytimes.com/news/pentagon-congress/2022/01/05/capitol-police-working-more-closely-with-dod-ahead-of-jan-6-anniversary/,1,More coordination with Pentagon leaders is one of many security reforms put in place over the last year.
https://www.mobilize.us/mobilize/event/431249/,1,"No matter our color, background or party, most of us believe that people who betray our nation and endanger our lives have no business governing in our name. On January 6, a faction of elected officials turned their backs on America by inciting armed right-wing militants to attack our Capitol and th..."
https://www.cnn.com/2022/01/02/media/reliable-sources-jan-6-insurrection-anniversary/index.html,1,"One of the defining stories of this year was the Jan. 6 insurrection, and its significance is only growing from here, CNN's chief media correspondent Brian Stelter said on ""Reliable Sources"" Sunday."
https://www.cnn.com/2021/12/27/politics/donald-trump-january-6-committee/index.html,1,"Nearly a year after his failed coup attempt, Donald Trump's habit of putting his own political gain over truth is playing out again as the ex-commander-in-chief and his associates seek to delay and defy the House select committee probing the January 6 insurrection."
https://www.cnn.com/2021/12/20/politics/january-6-rioter-sentenced-assaulting-police-officer/index.html,1,A Washington state man was sentenced to 46 months in jail for assaulting a police officer with a dangerous weapon in a tunnel at the US Capitol on January 6.
https://www.axios.com/liz-cheney-donald-trump-jan-6-capitol-riot-765b6773-4e17-408b-b0a7-b37c0bc90e6c.html,1,"""I think that that we're in a situation where people have got to understand the danger of President Trump."""
https://roberthubbell.substack.com/p/the-moment-of-truth,1,"January 4, 2022"
https://seditionhunters.org/,1,
https://slate.com/news-and-politics/2021/01/ginni-thomas-donald-trump-clarence-thomas-capitol-riot.html,1,"Days later, when her post attracted attention, Thomas noted she wrote it before the violence began."
https://tips.fbi.gov,1,
https://uproxx.com/viral/sean-hannity-trump-texts-jan-6-committee-feud/,1,"Trump has responded to the latest batch of Sean Hannity texts released by the Jan. 6 committee, and he’s not happy."
https://weeklysift.com/2022/01/03/democracy-returns-to-michigan/,1,"For the first time in at least a decade, voters will have a chance to elect the legislature they want. In the year since the January 6 coup attempt, Americans have had many opportunities to lament …"
https://wl.seetickets.us/event/Patty-Griffin/461272?afflky=['WorldCafeLive'],1,
https://www.aljazeera.com/news/2022/1/2/year-after-capitol-riot-americans-fear-democracy-polls,1,"New polls reveal concerns about democracy, with some saying violence against government can sometimes be justified."
https://www.aol.com/news/capitol-rioters-tears-remorse-dont-050926360-154154547.html,1,"Florida business owner Robert Palmer cheered on the violence at the U.S. Capitol on Jan. 6 before he joined the fray. Screaming obscenities, he hurled a wooden plank and a fire extinguisher at police officers trying to ward off the mob. Nearly a year later, Palmer fought back tears when he faced the..."
https://www.bostonglobe.com/2022/01/04/opinion/jan-6-was-not-riot-it-was-an-insurrection/,1,Language that downplays the violent US Capitol breach is trying to rewrite history that was witnessed live by millions.
https://www.chron.com/news/local/article/Teachers-at-culture-war-front-lines-with-Jan-6-16747996.php,1,What students are learning about the insurrection at the U.S. Capitol on Jan. 6 may...
https://www.cbsnews.com/news/gen-steve-anderson-on-january-6-and-the-domestic-cancer-threatening-american-democracy/,1,"The retired brigadier general reflects on defending our nation from all enemies, foreign and domestic, including those who attacked Congress and support Trump's ""Big Lie,"" many of whom have ties to the U.S. military."
https://www.cbsnews.com/news/january-6-biden-harris-remarks-anniversary/,1,And Senate Majority Leader Chuck Schumer invoked January 6 and said Senate would vote on changing filibuster to pass voting rights bill.
https://www.cbsnews.com/news/january-6-capitol-metropolitan-police-officers-trump-lawsuits/,1,Police officers are suing the former president for alleged wrongful conduct and inciting a riot.
https://www.cbsnews.com/news/january-6-capitol-riot-year-later-hundreds-face-charges-questions-remain/,1,The dozens of sentences imposed thus far range from probation to over 5 years in prison.
https://www.cbsnews.com/news/january-6-committee-jamie-raskin-democracy/,1,"The Maryland Representative witnessed the attack on Congress by insurrectionists on January 6, 2021, but he'd already experienced an even darker day, when his 25-year-old son, Thomas, took his own life."
https://www.cbsnews.com/news/january-6-opinion-poll-2022/,1,
https://www.cbsnews.com/news/trump-january-6-press-conference-canceled/,1,The ex-president was scheduled to hold a press conference at Mar-a-Lago on the anniversary of the Capitol riot.
https://www.cbssports.com/nfl/news/former-nfl-star-clinton-portis-seeks-to-avoid-prison-time-for-fraud-federal-prosecutors-seek-10-16-months/,1,Portis' sentencing comes on Jan. 6
https://www.chicagotribune.com/nation-world/ct-aud-nw-jan-6-committee-findings-20220102-rm32ms57lvhzhdav3ur74poq5y-story.html,1,"After six months of intense work, the House committee investigating the Jan. 6 insurrection is preparing to go public."
https://www.zinnedproject.org/news/tdih/sammy-younge-jr-murdered/,1,
